Experiment,Year,Sample,FrontArea1um,FrontArea1mm,FrontCount1,BackArea1um,BackArea1mm,BackCount1,FrontDensity1um,FrontDensity1mm,BackDensity1um,BackDensity1mm,TotalArea1um,TotalArea1mm,TotalCount1,TotalDensity1um,TotalDensity1mm,FrontArea2um,FrontArea2mm,FrontCount2,BackArea2um,BackArea2mm,BackCount2,FrontDensity2um,FrontDensity2mm,BackDensity2um,BackDensity2mm,TotalArea2um,TotalArea2mm,TotalCount2,TotalDensity2um,TotalDensity2mm,AverageFrontDensityum,SDFrontum,AverageFrontDensitymm,SDFrontmm,AverageBackDensityum,SDBackum,AverageBackDensitymm,SDBackmm,AverageTotalDensityum,SDTotalum,AverageTotalDensitymm,SDTotalmm
exp2,2016,2016-51t,2304139,2.304139,677,1888773,1.888773,551,0.000293819,293.8190795,0.000291724,291.7237805,4192912,4.192912,1228,0.000292875,292.8752142,2763521,2.763521,817,1894920,1.89492,573,0.000295637,295.6373409,0.000302387,302.3874359,4658441,4.658441,1390,0.000298383,298.3830857,0.000294728,1.29E-06,294.7282102,1.29E+00,0.000297056,7.54E-06,297.0556082,7.540343057,0.000295629,3.89465E-06,295.6291499,3.894653288
exp2,2016,2016-52t,2340287,2.340287,1095,3567651,3.567651,1423,0.000467891,467.8913313,0.000398862,398.8618842,5907938,5.907938,2518,0.000426206,426.206233,3266024,3.266024,1533,3026879,3.026879,1122,0.000469378,469.3780572,0.000370679,370.6788411,6292903,6.292903,2655,0.000421904,421.9038495,0.000468635,1.05E-06,468.6346943,1.05E+00,0.00038477,1.99E-05,384.7703627,19.92842085,0.000424055,3.04224E-06,424.0550413,3.042244601
exp2,2016,2016-53t,1953211,1.953211,468,1418092,1.418092,335,0.000239605,239.6054497,0.000236233,236.2329101,3371303,3.371303,803,0.000238187,238.1868376,2317604,2.317604,605,1804128,1.804128,446,0.000261045,261.045459,0.000247211,247.2108409,4121732,4.121732,1051,0.00025499,254.9898926,0.000250325,1.52E-05,250.3254544,1.52E+01,0.000241722,7.76E-06,241.7218755,7.762569298,0.000246588,1.18816E-05,246.5883651,11.88155417
exp2,2016,2016-54t,2728043,2.728043,839,1747104,1.747104,368,0.000307546,307.546472,0.000210634,210.6342839,4475147,4.475147,1207,0.000269712,269.7118106,3005283,3.005283,911,2117131,2.117131,538,0.000303133,303.1328497,0.000254117,254.1174826,5122414,5.122414,1449,0.000282874,282.8744416,0.00030534,3.12E-06,305.3396608,3.12E+00,0.000232376,3.07E-05,232.3758833,30.74726463,0.000276293,9.30739E-06,276.2931261,9.307385664
exp2,2016,2016-55t,2289970,2.28997,467,1611997,1.611997,354,0.000203933,203.9328026,0.000219603,219.6033864,3901967,3.901967,821,0.000210407,210.4067,2643329,2.643329,581,2128817,2.128817,485,0.000219799,219.7985949,0.000227826,227.8260649,4772146,4.772146,1066,0.00022338,223.3795865,0.000211866,1.12E-05,211.8656987,1.12E+01,0.000223715,5.81E-06,223.7147256,5.814311755,0.000216893,9.17322E-06,216.8931432,9.173215983
exp2,2016,2016-56t,1792582,1.792582,429,1007011,1.007011,243,0.00023932,239.319596,0.000241308,241.3081883,2799593,2.799593,672,0.000240035,240.0348908,2111555,2.111555,535,2325878,2.325878,254,0.000253368,253.3677787,0.000109206,109.2060719,4437433,4.437433,789,0.000177806,177.8055015,0.000246344,9.93E-06,246.3436874,9.93E+00,0.000175257,9.34E-05,175.2571301,93.41030234,0.00020892,4.40028E-05,208.9201961,44.00282314
exp2,2016,2016-57t,2297340,2.29734,577,1193263,1.193263,326,0.00025116,251.1600373,0.0002732,273.2004596,3490603,3.490603,903,0.000258695,258.6945579,2728437,2.728437,733,2488177,2.488177,258,0.000268652,268.6519791,0.00010369,103.6903725,5216614,5.216614,991,0.00018997,189.969969,0.000259906,1.24E-05,259.9060082,1.24E+01,0.000188445,1.20E-04,188.445416,119.861732,0.000224332,4.85956E-05,224.3322635,48.59562285
exp2,2016,2016-58t,2096587,2.096587,474,904710,0.90471,163,0.000226082,226.0817223,0.000180168,180.1682307,3001297,3.001297,637,0.000212242,212.2415742,2309580,2.30958,677,1828720,1.82872,343,0.000293127,293.1268889,0.000187563,187.5628855,4138300,4.1383,1020,0.000246478,246.4780224,0.000259604,4.74E-05,259.6043056,4.74E+01,0.000183866,5.23E-06,183.8655581,5.228810562,0.00022936,2.42088E-05,229.3597983,24.20882465
exp2,2016,2016-59t,1613543,1.613543,419,1060210,1.06021,142,0.000259677,259.6769965,0.000133936,133.9357297,2673753,2.673753,561,0.000209817,209.8174364,1785980,1.78598,492,1531925,1.531925,188,0.000275479,275.4790087,0.000122721,122.7214126,3317905,3.317905,680,0.000204949,204.9486046,0.000267578,1.12E-05,267.5780026,1.12E+01,0.000128329,7.93E-06,128.3285712,7.929719676,0.000207383,3.44278E-06,207.3830205,3.442783964
exp2,2016,2016-60t,2008533,2.008533,427,1258034,1.258034,232,0.000212593,212.5929721,0.000184415,184.4147296,3266567,3.266567,659,0.000201741,201.740849,2357935,2.357935,583,2092872,2.092872,271,0.00024725,247.2502423,0.000129487,129.4871354,4450807,4.450807,854,0.000191875,191.8753161,0.000229922,2.45E-05,229.9216072,2.45E+01,0.000156951,3.88E-05,156.9509325,38.83967438,0.000196808,6.97599E-06,196.8080826,6.97598524
exp2,2016,2016-61t,2143146,2.143146,520,1409150,1.40915,284,0.000242634,242.6339596,0.00020154,201.5399354,3552296,3.552296,804,0.000226332,226.3324903,2894494,2.894494,848,3239776,3.239776,476,0.00029297,292.9700321,0.000146924,146.9237379,6134270,6.13427,1324,0.000215837,215.8366032,0.000267802,3.56E-05,267.8019958,3.56E+01,0.000174232,3.86E-05,174.2318367,38.6194836,0.000221085,7.42171E-06,221.0845468,7.42171294
exp2,2016,2016-62t,2036368,2.036368,486,1262914,1.262914,155,0.00023866,238.6602029,0.000122732,122.7320308,3299282,3.299282,641,0.000194285,194.2846959,2263175,2.263175,617,1776545,1.776545,232,0.000272626,272.6258464,0.000130591,130.5905564,4039720,4.03972,849,0.000210163,210.1630806,0.000255643,2.40E-05,255.6430247,2.40E+01,0.000126661,5.56E-06,126.6612936,5.556816704,0.000202224,1.12277E-05,202.2238882,11.22771351
exp2,2016,2016-63t,2242193,2.242193,531,1478362,1.478362,340,0.000236822,236.8217187,0.000229984,229.9842664,3720555,3.720555,871,0.000234105,234.104858,2841350,2.84135,730,2694297,2.694297,537,0.00025692,256.920126,0.00019931,199.3098756,5535647,5.535647,1267,0.00022888,228.8802014,0.000246871,1.42E-05,246.8709224,1.42E+01,0.000214647,2.17E-05,214.647071,21.6900697,0.000231493,3.69439E-06,231.4925297,3.69439015
exp2,2016,2016-64t,1765019,1.765019,288,1191588,1.191588,76,0.000163171,163.171048,6.37804E-05,63.78043418,2956607,2.956607,364,0.000123114,123.1140967,1898614,1.898614,312,2374089,2.374089,125,0.00016433,164.330401,5.26518E-05,52.65177506,4272703,4.272703,437,0.000102277,102.2771768,0.000163751,8.20E-07,163.7507245,8.20E-01,5.82161E-05,7.87E-06,58.21610462,7.869150327,0.000112696,1.47339E-05,112.6956367,14.73392736
exp2,2016,2016-65t,1604482,1.604482,534,1006519,1.006519,226,0.000332818,332.8176944,0.000224536,224.5362482,2611001,2.611001,760,0.000291076,291.0761045,1707077,1.707077,669,1317727,1.317727,347,0.000391898,391.8979636,0.000263332,263.332238,3024804,3.024804,1016,0.00033589,335.889532,0.000362358,4.18E-05,362.357829,4.18E+01,0.000243934,2.74E-05,243.9342431,27.43290748,0.000313483,3.16879E-05,313.4828183,31.68787846
exp2,2016,2016-66t,2512809,2.512809,517,1647184,1.647184,236,0.000205746,205.7458406,0.000143275,143.2748254,4159993,4.159993,753,0.00018101,181.00992,2886048,2.886048,711,2158236,2.158236,423,0.000246358,246.3576489,0.000195993,195.9933946,5044284,5.044284,1134,0.000224809,224.8089124,0.000226052,2.87E-05,226.0517448,2.87E+01,0.000169634,3.73E-05,169.63411,37.27765778,0.000202909,3.09706E-05,202.9094162,30.97056457
exp2,2016,2016-67t,2173283,2.173283,407,1275690,1.27569,168,0.000187274,187.2742758,0.000131693,131.6934365,3448973,3.448973,575,0.000166716,166.716295,2577071,2.577071,575,1935585,1.935585,227,0.000223122,223.1215205,0.000117277,117.2772056,4512656,4.512656,802,0.000177722,177.7223879,0.000205198,2.53E-05,205.1978982,2.53E+01,0.000124485,1.02E-05,124.485321,10.19381462,0.000172219,7.78248E-06,172.2193414,7.782482933
exp2,2016,2016-68t,1284946,1.284946,291,766384,0.766384,76,0.000226469,226.4686609,9.9167E-05,99.16699722,2051330,2.05133,367,0.000178908,178.908318,1408440,1.40844,304,984992,0.984992,104,0.000215842,215.8416404,0.000105585,105.5846139,2393432,2.393432,408,0.000170467,170.46651,0.000221155,7.51E-06,221.1551507,7.51E+00,0.000102376,4.54E-06,102.3758056,4.537940261,0.000174687,5.96926E-06,174.687414,5.969259684
exp2,2016,2016-69t,1905356,1.905356,249,1595620,1.59562,254,0.000130684,130.6842396,0.000159186,159.185771,3500976,3.500976,503,0.000143674,143.6742211,2824621,2.824621,480,2273024,2.273024,331,0.000169934,169.9343027,0.000145621,145.6209877,5097645,5.097645,811,0.000159093,159.0930714,0.000150309,2.78E-05,150.3092711,2.78E+01,0.000152403,9.59E-06,152.4033794,9.591750274,0.000151384,1.09028E-05,151.3836463,10.90277359
exp2,2016,2016-72t,1155130,1.15513,304,901684,0.901684,79,0.000263174,263.1738419,8.76138E-05,87.61384254,2056814,2.056814,383,0.00018621,186.2103233,1275883,1.275883,396,1100668,1.100668,99,0.000310373,310.3732866,8.99454E-05,89.94537862,2376551,2.376551,495,0.000208285,208.2850315,0.000286774,3.34E-05,286.7735642,3.34E+01,8.87796E-05,1.65E-06,88.77961058,1.648644974,0.000197248,1.56092E-05,197.2476774,15.60917586
exp2,2016,2016-73t,2070691,2.070691,462,1370725,1.370725,281,0.000223114,223.1139267,0.000205001,205.0010031,3441416,3.441416,743,0.0002159,215.8995018,2312523,2.312523,613,1684070,1.68407,339,0.000265078,265.0784446,0.000201298,201.2980458,3996593,3.996593,952,0.000238203,238.2028893,0.000244096,2.97E-05,244.0961857,2.97E+01,0.00020315,2.62E-06,203.1495245,2.618386227,0.000227051,1.57709E-05,227.0511956,15.77087653
exp2,2016,2016-74t,1344897,1.344897,271,1045613,1.045613,169,0.000201502,201.5024199,0.000161628,161.6276768,2390510,2.39051,440,0.000184061,184.0611418,1683666,1.683666,368,1725553,1.725553,192,0.000218571,218.5706666,0.000111269,111.2686773,3409219,3.409219,560,0.00016426,164.2604949,0.000210037,1.21E-05,210.0365433,1.21E+01,0.000136448,3.56E-05,136.4481771,35.60918999,0.000174161,1.40012E-05,174.1608183,14.0011717
exp2,2016,2016-75t,935309,0.935309,176,345717,0.345717,89,0.000188173,188.1731064,0.000257436,257.4359953,1281026,1.281026,265,0.000206865,206.8654344,909663,0.909663,156,966823,0.966823,66,0.000171492,171.49208,6.82648E-05,68.264822,1876486,1.876486,222,0.000118306,118.3062384,0.000179833,1.18E-05,179.8325932,1.18E+01,0.00016285,1.34E-04,162.8504087,133.7642195,0.000162586,6.26208E-05,162.5858364,62.62080807
exp2,2016,2016-76t,1252268,1.252268,364,1204614,1.204614,252,0.000290673,290.6726036,0.000209196,209.1956428,2456882,2.456882,616,0.000250724,250.724292,1490147,1.490147,408,1224405,1.224405,236,0.000273798,273.798491,0.000192747,192.746681,2714552,2.714552,644,0.00023724,237.2398834,0.000282236,1.19E-05,282.2355473,1.19E+01,0.000200971,1.16E-05,200.9711619,11.63117237,0.000243982,9.53492E-06,243.9820877,9.534916758
exp2,2016,2016-77t,1244270,1.24427,271,530446,0.530446,145,0.000217798,217.7983878,0.000273355,273.354875,1774716,1.774716,416,0.000234404,234.4037018,1546839,1.546839,373,1313064,1.313064,158,0.000241137,241.136925,0.000120329,120.3292452,2859903,2.859903,531,0.000185671,185.6706329,0.000229468,1.65E-05,229.4676564,1.65E+01,0.000196842,1.08E-04,196.8420601,108.2054605,0.000210037,3.44595E-05,210.0371673,34.45948348
exp2,2016,2016-78t,1262128,1.262128,220,1230825,1.230825,138,0.000174309,174.3087864,0.00011212,112.1199196,2492953,2.492953,358,0.000143605,143.6047932,1711848,1.711848,307,1345459,1.345459,121,0.000179338,179.3383525,8.99321E-05,89.93213468,3057307,3.057307,428,0.000139992,139.9924836,0.000176824,3.56E-06,176.8235695,3.56E+00,0.000101026,1.57E-05,101.0260271,15.68913315,0.000141799,2.55429E-06,141.7986384,2.554288621
exp2,2016,2016-79t,1148780,1.14878,372,735744,0.735744,86,0.000323822,323.8217936,0.000116888,116.888483,1884524,1.884524,458,0.000243032,243.0321927,1169785,1.169785,418,1164485,1.164485,113,0.000357331,357.3306206,9.70386E-05,97.03860505,2334270,2.33427,531,0.00022748,227.4801116,0.000340576,2.37E-05,340.5762071,2.37E+01,0.000106964,1.40E-05,106.963544,14.03598327,0.000235256,1.0997E-05,235.2561521,10.99698207
exp2,2016,2016-80t,1555892,1.555892,296,1376603,1.376603,108,0.000190245,190.2445671,7.8454E-05,78.45399146,2932495,2.932495,404,0.000137767,137.7666458,1840106,1.840106,379,1517985,1.517985,126,0.000205966,205.9663954,8.30048E-05,83.00477277,3358091,3.358091,505,0.000150383,150.3830599,0.000198105,1.11E-05,198.1054813,1.11E+01,8.07294E-05,3.22E-06,80.72938212,3.21788833,0.000144075,8.92115E-06,144.0748529,8.921151958
exp2,2016,2016-81t,626373,0.626373,179,574144,0.574144,119,0.000285772,285.7722156,0.000207265,207.2650764,1200517,1.200517,298,0.000248226,248.2263891,686087,0.686087,163,592527,0.592527,93,0.000237579,237.5791991,0.000156955,156.9548729,1278614,1.278614,256,0.000200217,200.2167973,0.000261676,3.41E-05,261.6757074,3.41E+01,0.00018211,3.56E-05,182.1099746,35.574686,0.000224222,3.39479E-05,224.2215932,33.94790798
exp2,2016,2016-82t,1327539,1.327539,532,1072239,1.072239,189,0.000400742,400.7415225,0.000176267,176.2666719,2399778,2.399778,721,0.000300444,300.4444578,1424938,1.424938,512,1279393,1.279393,183,0.000359314,359.3138789,0.000143037,143.0365806,2704331,2.704331,695,0.000256995,256.9951681,0.000380028,2.93E-05,380.0277007,2.93E+01,0.000159652,2.35E-05,159.6516263,23.49722287,0.00027872,3.07233E-05,278.719813,30.72328735
exp2,2016,2016-83t,1962316,1.962316,447,1462444,1.462444,321,0.000227792,227.792058,0.000219496,219.4955841,3424760,3.42476,768,0.000224249,224.2492905,2183341,2.183341,521,1498509,1.498509,319,0.000238625,238.6251163,0.000212878,212.8782677,3681850,3.68185,840,0.000228146,228.1461765,0.000233209,7.66E-06,233.2085871,7.66E+00,0.000216187,4.68E-06,216.1869259,4.679149328,0.000226198,2.75551E-06,226.1977335,2.755514554
exp2,2016,2016-84t,1250533,1.250533,173,909490,0.90949,30,0.000138341,138.3410114,3.29855E-05,32.98551936,2160023,2.160023,203,9.39805E-05,93.98048076,1470523,1.470523,197,1321271,1.321271,60,0.000133966,133.9659427,4.54108E-05,45.41082034,2791794,2.791794,257,9.20555E-05,92.05550266,0.000136153,3.09E-06,136.1534771,3.09E+00,3.91982E-05,8.79E-06,39.19816985,8.786014583,9.3018E-05,1.36117E-06,93.01799171,1.361165069
exp2,2016,2016-85t,1279667,1.279667,257,559455,0.559455,83,0.000200833,200.8334981,0.000148359,148.3586705,1839122,1.839122,340,0.000184871,184.8708242,1295905,1.295905,241,1268403,1.268403,106,0.00018597,185.9704222,8.35697E-05,83.56965412,2564308,2.564308,347,0.000135319,135.3191582,0.000193402,1.05E-05,193.4019602,1.05E+01,0.000115964,4.58E-05,115.9641623,45.81275282,0.000160095,3.50383E-05,160.0949912,35.03831905
exp2,2016,2016-86t,1812576,1.812576,410,1434270,1.43427,322,0.000226197,226.1974119,0.000224504,224.5044517,3246846,3.246846,732,0.00022545,225.4495594,2243068,2.243068,486,1554102,1.554102,331,0.000216668,216.6675286,0.000212985,212.9847333,3797170,3.79717,817,0.00021516,215.1602378,0.000221432,6.74E-06,221.4324702,6.74E+00,0.000218745,8.15E-06,218.7445925,8.145671024,0.000220305,7.27565E-06,220.3048986,7.275649078
exp2,2016,2016-87t,1061287,1.061287,286,606689,0.606689,98,0.000269484,269.4841263,0.000161533,161.532515,1667976,1.667976,384,0.000230219,230.2191398,1182741,1.182741,355,1020009,1.020009,95,0.00030015,300.1502442,9.31364E-05,93.13643311,2202750,2.20275,450,0.00020429,204.2900919,0.000284817,2.17E-05,284.8171853,2.17E+01,0.000127334,4.84E-05,127.3344741,48.36333332,0.000217255,1.83346E-05,217.2546159,18.33460561
exp2,2016,2016-88t,689737,0.689737,98,460453,0.460453,13,0.000142083,142.0831418,2.82331E-05,28.23306613,1150190,1.15019,111,9.65058E-05,96.50579469,747436,0.747436,105,522215,0.522215,62,0.00014048,140.4802552,0.000118725,118.7250462,1269651,1.269651,167,0.000131532,131.5322085,0.000141282,1.13E-06,141.2816985,1.13E+00,7.34791E-05,6.40E-05,73.47905617,63.98749275,0.000114019,2.47674E-05,114.0190016,24.76741469
exp2,2016,2016-89t,1699788,1.699788,471,1001509,1.001509,291,0.000277093,277.0933787,0.000290562,290.5615426,2701297,2.701297,762,0.000282087,282.0867161,1738725,1.738725,524,1414329,1.414329,380,0.00030137,301.3702569,0.000268679,268.6786455,3153054,3.153054,904,0.000286706,286.7061585,0.000289232,1.72E-05,289.2318178,1.72E+01,0.00027962,1.55E-05,279.6200941,15.47354496,0.000284396,3.26644E-06,284.3964373,3.266439057
exp2,2016,2016-90t,1523007,1.523007,362,772234,0.772234,171,0.000237688,237.6876797,0.000221435,221.4354716,2295241,2.295241,533,0.00023222,232.2196231,1889752,1.889752,512,2066201,2.066201,332,0.000270935,270.9350222,0.000160681,160.6813664,3955953,3.955953,844,0.000213349,213.3493497,0.000254311,2.35E-05,254.3113509,2.35E+01,0.000191058,4.30E-05,191.058419,42.95963977,0.000222784,1.33433E-05,222.7844864,13.3432983
exp2,2016,2016-91t,1858725,1.858725,329,1577328,1.577328,220,0.000177003,177.0030532,0.000139476,139.4763803,3436053,3.436053,549,0.000159776,159.776348,2392696,2.392696,455,1722532,1.722532,221,0.000190162,190.1620599,0.0001283,128.2995033,4115228,4.115228,676,0.000164268,164.2679336,0.000183583,9.30E-06,183.5825565,9.30E+00,0.000133888,7.90E-06,133.8879418,7.903245533,0.000162022,3.17603E-06,162.0221408,3.176030635
exp2,2016,2016-92t,1235305,1.235305,257,1018837,1.018837,200,0.000208046,208.0457863,0.000196302,196.3022544,2254142,2.254142,457,0.000202738,202.7378932,1615231,1.615231,364,1534747,1.534747,254,0.000225355,225.3547635,0.0001655,165.4995905,3149978,3.149978,618,0.000196192,196.1918464,0.0002167,1.22E-05,216.7002749,1.22E+01,0.000180901,2.18E-05,180.9009225,21.78077256,0.000199465,4.62875E-06,199.4648698,4.628754052
exp2,2016,2016-93t,1772387,1.772387,612,1612142,1.612142,391,0.000345297,345.2970486,0.000242534,242.5344666,3384529,3.384529,1003,0.000296348,296.3484727,2409347,2.409347,894,1734850,1.73485,409,0.000371055,371.0548958,0.000235755,235.7552526,4144197,4.144197,1303,0.000314416,314.4155551,0.000358176,1.82E-05,358.1759722,1.82E+01,0.000239145,4.79E-06,239.1448596,4.793628156,0.000305382,1.27754E-05,305.3820139,12.77535644
exp2,2016,2016-94t,1483506,1.483506,293,937006,0.937006,143,0.000197505,197.5050994,0.000152614,152.6137506,2420512,2.420512,436,0.000180127,180.1271797,2034403,2.034403,487,1490459,1.490459,178,0.000239382,239.382266,0.000119426,119.4262975,3524862,3.524862,665,0.00018866,188.6598681,0.000218444,2.96E-05,218.4436827,2.96E+01,0.00013602,2.35E-05,136.0200241,23.46707312,0.000184394,6.03352E-06,184.3935239,6.033521828
exp2,2016,2016-95t,1268953,1.268953,292,835243,0.835243,139,0.000230111,230.1109655,0.000166419,166.4186351,2104196,2.104196,431,0.000204829,204.8288277,1624350,1.62435,397,1285806,1.285806,193,0.000244405,244.4054545,0.0001501,150.1004039,2910156,2.910156,590,0.000202738,202.7382724,0.000237258,1.01E-05,237.25821,1.01E+01,0.00015826,1.15E-05,158.2595195,11.53873187,0.000203784,1.47825E-06,203.7835501,1.478245817
exp2,2016,2016-96t,1259580,1.25958,208,1128759,1.128759,151,0.000165134,165.1344099,0.000133775,133.7752346,2388339,2.388339,359,0.000150314,150.3136699,1749045,1.749045,337,1128059,1.128059,156,0.000192677,192.6765749,0.000138291,138.2906391,2877104,2.877104,493,0.000171353,171.3528604,0.000178905,1.95E-05,178.9054924,1.95E+01,0.000136033,3.19E-06,136.0329368,3.192873129,0.000160833,1.4877E-05,160.8332651,14.87695427
exp2,2016,2016-97t,1546579,1.546579,355,1120851,1.120851,238,0.000229539,229.5388726,0.000212339,212.3386605,2667430,2.66743,593,0.000222311,222.3113634,1868147,1.868147,433,1099830,1.09983,200,0.00023178,231.7804755,0.000181846,181.8462853,2967977,2.967977,633,0.000213277,213.2765854,0.00023066,1.59E-06,230.659674,1.59E+00,0.000197092,2.16E-05,197.0924729,21.56136528,0.000217794,6.38855E-06,217.7939744,6.388552796
exp2,2016,2016-98t,1343938,1.343938,255,1124509,1.124509,194,0.000189741,189.7408958,0.00017252,172.5197397,2468447,2.468447,449,0.000181896,181.8957425,1541700,1.5417,286,1082938,1.082938,173,0.00018551,185.5095025,0.000159751,159.7506044,2624638,2.624638,459,0.000174881,174.8812598,0.000187625,2.99E-06,187.6251991,2.99E+00,0.000166135,9.03E-06,166.1351721,9.029142197,0.000178389,4.95999E-06,178.3885012,4.959988305
exp2,2016,2016-99t,2125136,2.125136,489,1842505,1.842505,466,0.000230103,230.1029205,0.000252917,252.9165457,3967641,3.967641,955,0.000240697,240.69718,2755404,2.755404,698,1854247,1.854247,467,0.00025332,253.3203842,0.000251854,251.8542567,4609651,4.609651,1165,0.000252731,252.7306297,0.000241712,1.64E-05,241.7116524,1.64E+01,0.000252385,7.51E-07,252.3854012,0.751151713,0.000246714,8.50893E-06,246.7139049,8.508933887
exp2,2016,2016-100t,1624380,1.62438,416,1833983,1.833983,318,0.000256098,256.0977111,0.000173393,173.3931012,3458363,3.458363,734,0.000212239,212.2391432,2064031,2.064031,541,1705743,1.705743,255,0.000262108,262.1084664,0.000149495,149.4949708,3769774,3.769774,796,0.000211153,211.1532415,0.000259103,4.25E-06,259.1030888,4.25E+00,0.000161444,1.69E-05,161.444036,16.89853009,0.000211696,7.67848E-07,211.6961924,0.767848424
exp2,2016,2016-101t,1701145,1.701145,437,1235708,1.235708,251,0.000256886,256.8858034,0.000203122,203.1224205,2936853,2.936853,688,0.000234264,234.2643639,1756242,1.756242,471,1217131,1.217131,250,0.000268186,268.186275,0.000205401,205.401062,2973373,2.973373,721,0.000242486,242.4855543,0.000262536,7.99E-06,262.5360392,7.99E+00,0.000204262,1.61E-06,204.2617413,1.611242856,0.000238375,5.81326E-06,238.3749591,5.813259449
exp2,2016,2016-102t,1846863,1.846863,424,1871449,1.871449,243,0.000229578,229.5784798,0.000129846,129.8459108,3718312,3.718312,667,0.000179382,179.3824725,2313844,2.313844,575,1801005,1.801005,216,0.000248504,248.5042207,0.000119933,119.9330374,4114849,4.114849,791,0.000192231,192.2306262,0.000239041,1.34E-05,239.0413503,1.34E+01,0.000124889,7.01E-06,124.8894741,7.009460041,0.000185807,9.08502E-06,185.8065493,9.085016625
exp2,2016,2016-103t,2034759,2.034759,442,1551002,1.551002,166,0.000217225,217.2247426,0.000107028,107.027586,3585761,3.585761,608,0.00016956,169.559544,2277051,2.277051,572,1707162,1.707162,171,0.000251202,251.2021031,0.000100166,100.1662408,3984213,3.984213,743,0.000186486,186.4860137,0.000234213,2.40E-05,234.2134228,2.40E+01,0.000103597,4.85E-06,103.5969134,4.851703736,0.000178023,1.19688E-05,178.0227788,11.9688215
exp2,2016,2016-104t,2122599,2.122599,488,1350108,1.350108,198,0.000229907,229.9068265,0.000146655,146.6549343,3472707,3.472707,686,0.00019754,197.5404202,2397097,2.397097,627,1380560,1.38056,184,0.000261566,261.5663863,0.000133279,133.279249,3777657,3.777657,811,0.000214683,214.6833341,0.000245737,2.24E-05,245.7366064,2.24E+01,0.000139967,9.46E-06,139.9670916,9.458037759,0.000206112,1.21219E-05,206.1118772,12.1218707
exp2,2016,2016-105t,98046,0.098046,335,950778,0.950778,248,0.003416764,3416.76356,0.000260839,260.8390182,1048824,1.048824,583,0.000555861,555.8606592,938175,0.938175,339,1072183,1.072183,243,0.00036134,361.3398353,0.00022664,226.6404149,2010358,2.010358,582,0.000289501,289.500676,0.001889052,2.16E-03,1889.051698,2.16E+03,0.00024374,2.42E-05,243.7397165,24.18206425,0.000422681,0.000188345,422.6806676,188.3449503
exp2,2016,2016-106t,1763386,1.763386,409,1413310,1.41331,324,0.00023194,231.9401424,0.000229249,229.2490678,3176696,3.176696,733,0.000230743,230.7428851,1948416,1.948416,490,1404908,1.404908,296,0.000251486,251.4863356,0.00021069,210.6899527,3353324,3.353324,786,0.000234394,234.3942906,0.000241713,1.38E-05,241.713239,1.38E+01,0.00021997,1.31E-05,219.9695102,13.12327617,0.000232569,2.58193E-06,232.5685878,2.58193359
exp2,2016,2016-107t,1581891,1.581891,386,1449004,1.449004,295,0.000244012,244.0117556,0.000203588,203.5881198,3030895,3.030895,681,0.000224686,224.6861076,2018634,2.018634,579,1429216,1.429216,228,0.000286828,286.827627,0.000159528,159.528021,3447850,3.44785,807,0.000234059,234.0589063,0.00026542,3.03E-05,265.4196913,3.03E+01,0.000181558,3.12E-05,181.5580704,31.1551947,0.000229373,6.62757E-06,229.3725069,6.627569524
exp2,2016,2016-108t,1125263,1.125263,448,812428,0.812428,244,0.000398129,398.1291485,0.000300334,300.3343065,1937691,1.937691,692,0.000357126,357.1260846,1182215,1.182215,460,1111725,1.111725,247,0.0003891,389.1001214,0.000222177,222.1772471,2293940,2.29394,707,0.000308203,308.2033532,0.000393615,6.38E-06,393.6146349,6.38E+00,0.000261256,5.53E-05,261.2557768,55.26538675,0.000332665,3.45936E-05,332.6647189,34.59359514
exp2,2016,2016-109t,1419098.022,1.419098022,319,1763202.963,1.763202963,478,0.000224791,224.7906734,0.000271098,271.0975481,3182300.985,3.182300985,797,0.000250448,250.4477118,1547197,1.547197,335,1506870,1.50687,400,0.000216521,216.5205853,0.000265451,265.4509015,3054067,3.054067,735,0.000240663,240.6626967,0.000220656,5.85E-06,220.6556294,5.85E+00,0.000268274,3.99E-06,268.2742248,3.992782046,0.000245555,6.91905E-06,245.5552042,6.91905057
exp2,2016,2016-110t,1669069.473,1.669069473,413,1938193.743,1.938193743,375,0.000247443,247.4432651,0.000193479,193.4791098,3607263.216,3.607263216,788,0.000218448,218.4481566,1851018,1.851018,669,1397742,1.397742,351,0.000361423,361.4227414,0.000251119,251.1193053,3248760,3.24876,1020,0.000313966,313.9659439,0.000304433,8.06E-05,304.4330032,8.06E+01,0.000222299,4.08E-05,222.2992075,40.7577731,0.000266207,6.75413E-05,266.2070503,67.54127513
exp2,2016,2016-111t,1855506.306,1.855506306,633,1787317.046,1.787317046,222,0.000341147,341.1467792,0.000124209,124.2085172,3642823.352,3.642823352,855,0.000234708,234.7080595,1859354,1.859354,722,1291906,1.291906,159,0.000388307,388.3069066,0.000123074,123.0739698,3151260,3.15126,881,0.000279571,279.5707114,0.000364727,3.33E-05,364.7268429,3.33E+01,0.000123641,8.02E-07,123.6412435,0.802246156,0.000257139,3.17227E-05,257.1393854,31.72268539
